falha;vazao;pressao
1;21040;580
1;21040;581
1;21040;582
1;21040;583
1;21040;584
1;21040;585
1;21040;586
1;21040;587
1;21040;588
1;21040;589
1;21040;590
1;21040;591
1;21040;592
1;21040;593
1;21040;594
1;21040;595
1;21040;596
1;21040;597
1;21040;598
1;21040;599
1;21040;600
1;21040;601
1;21040;602
1;21040;603
1;21040;604
1;21040;605
1;21040;606
1;21040;607
1;21040;608
1;21040;609
1;21040;610
1;21040;611
1;21040;612
1;21040;613
1;21040;614
1;21040;615
1;21040;616
1;21040;617
1;21040;618
1;21040;619
1;21040;620
1;21040;621
1;21040;622
1;21040;623
1;21040;624
1;21040;625
1;21040;626
1;21040;627
1;21040;628
1;21040;629
1;21040;630
1;21040;631
1;21040;632
1;21040;633
1;21040;634
1;21040;635
1;21040;636
1;21041;504
1;21041;505
1;21041;506
1;21041;507
1;21041;508
1;21041;509
1;21041;510
1;21041;511
1;21041;512
1;21041;513
1;21041;514
1;21041;515
1;21041;516
1;21041;517
1;21041;518
1;21041;519
1;21041;520
1;21041;521
1;21041;522
1;21041;523
1;21041;524
1;21041;525
1;21041;526
1;21041;527
1;21041;528
1;21041;529
1;21041;530
1;21041;531
1;21041;532
1;21041;533
1;21041;534
1;21041;535
1;21041;536
1;21041;537
1;21041;538
1;21041;539
1;21041;540
1;21041;541
1;21041;542
1;21041;543
1;21041;544
1;21041;545
1;21041;546
1;21041;547
1;21041;548
1;21041;549
1;21041;550
1;21041;551
1;21041;552
1;21041;553
1;21041;554
1;21041;555
1;21041;556
1;21041;557
1;21041;558
1;21041;559
1;21041;560
1;21041;561
1;21041;562
1;21041;563
1;21041;564
1;21041;565
1;21041;566
1;21041;567
1;21041;568
1;21041;569
1;21041;570
1;21041;571
1;21041;572
1;21041;573
1;21041;574
1;21041;575
1;21041;576
1;21041;577
1;21041;578
1;21041;579
1;21041;580
1;21041;581
1;21041;582
1;21041;583
1;21041;584
1;21041;585
1;21041;586
1;21041;587
1;21041;588
1;21041;589
1;21041;590
1;21041;591
1;21041;592
1;21041;593
1;21041;594
1;21041;595
1;21041;596
1;21041;597
1;21041;598
1;21041;599
1;21041;600
1;21041;601
1;21041;602
1;21041;603
1;21041;604
1;21041;605
1;21041;606
1;21041;607
1;21041;608
1;21041;609
1;21041;610
1;21041;611
1;21041;612
1;21041;613
1;21041;614
1;21041;615
1;21041;616
1;21041;617
1;21041;618
1;21041;619
1;21041;620
1;21041;621
1;21041;622
1;21041;623
1;21041;624
1;21041;625
1;21041;626
1;21041;627
1;21041;628
1;21041;629
1;21041;630
1;21041;631
1;21041;632
1;21041;633
1;21041;634
1;21041;635
1;21041;636
1;21042;504
1;21042;505
1;21042;506
1;21042;507
1;21042;508
1;21042;509
1;21042;510
1;21042;511
1;21042;512
1;21042;513
1;21042;514
1;21042;515
1;21042;516
1;21042;517
1;21042;518
1;21042;519
1;21042;520
1;21042;521
1;21042;522
1;21042;523
1;21042;524
1;21042;525
1;21042;526
1;21042;527
1;21042;528
1;21042;529
1;21042;530
1;21042;531
1;21042;532
1;21042;533
1;21042;534
1;21042;535
1;21042;536
1;21042;537
1;21042;538
1;21042;539
1;21042;540
1;21042;541
1;21042;542
1;21042;543
1;21042;544
1;21042;545
1;21042;546
1;21042;547
1;21042;548
1;21042;549
1;21042;550
1;21042;551
1;21042;552
1;21042;553
1;21042;554
1;21042;555
1;21042;556
1;21042;557
1;21042;558
1;21042;559
1;21042;560
1;21042;561
1;21042;562
1;21042;563
1;21042;564
1;21042;565
1;21042;566
1;21042;567
1;21042;568
1;21042;569
1;21042;570
1;21042;571
1;21042;572
1;21042;573
1;21042;574
1;21042;575
1;21042;576
1;21042;577
1;21042;578
1;21042;579
1;21042;580
1;21042;581
1;21042;582
1;21042;583
1;21042;584
1;21042;585
1;21042;586
1;21042;587
1;21042;588
1;21042;589
1;21042;590
1;21042;591
1;21042;592
1;21042;593
1;21042;594
1;21042;595
1;21042;596
1;21042;597
1;21042;598
1;21042;599
1;21042;600
1;21042;601
1;21042;602
1;21042;603
1;21042;604
1;21042;605
1;21042;606
1;21042;607
1;21042;608
1;21042;609
1;21042;610
1;21042;611
1;21042;612
1;21042;613
1;21042;614
1;21042;615
1;21042;616
1;21042;617
1;21042;618
1;21042;619
1;21042;620
1;21042;621
1;21042;622
1;21042;623
1;21042;624
1;21042;625
1;21042;626
1;21042;627
1;21042;628
1;21042;629
1;21042;630
1;21042;631
1;21042;632
1;21042;633
1;21042;634
1;21042;635
1;21042;636
1;21043;504
1;21043;505
1;21043;506
1;21043;507
1;21043;508
1;21043;509
1;21043;510
1;21043;511
1;21043;512
1;21043;513
1;21043;514
1;21043;515
1;21043;516
1;21043;517
1;21043;518
1;21043;519
1;21043;520
1;21043;521
1;21043;522
1;21043;523
1;21043;524
1;21043;525
1;21043;526
1;21043;527
1;21043;528
1;21043;529
1;21043;530
1;21043;531
1;21043;532
1;21043;533
1;21043;534
1;21043;535
1;21043;536
1;21043;537
1;21043;538
1;21043;539
1;21043;540
1;21043;541
1;21043;542
1;21043;543
1;21043;544
1;21043;545
1;21043;546
1;21043;547
1;21043;548
1;21043;549
1;21043;550
1;21043;551
1;21043;552
1;21043;553
1;21043;554
1;21043;555
1;21043;556
1;21043;557
1;21043;558
1;21043;559
1;21043;560
1;21043;561
1;21043;562
1;21043;563
1;21043;564
1;21043;565
1;21043;566
1;21043;567
1;21043;568
1;21043;569
1;21043;570
1;21043;571
1;21043;572
1;21043;573
1;21043;574
1;21043;575
1;21043;576
1;21043;577
1;21043;578
1;21043;579
1;21043;580
1;21043;581
1;21043;582
1;21043;583
1;21043;584
1;21043;585
1;21043;586
1;21043;587
1;21043;588
1;21043;589
1;21043;590
1;21043;591
1;21043;592
1;21043;593
1;21043;594
1;21043;595
1;21043;596
1;21043;597
1;21043;598
1;21043;599
1;21043;600
1;21043;601
1;21043;602
1;21043;603
1;21043;604
1;21043;605
1;21043;606
1;21043;607
1;21043;608
1;21043;609
1;21043;610
1;21043;611
1;21043;612
1;21043;613
1;21043;614
1;21043;615
1;21043;616
1;21043;617
1;21043;618
1;21043;619
1;21043;620
1;21043;621
1;21043;622
1;21043;623
1;21043;624
1;21043;625
1;21043;626
1;21043;627
1;21043;628
1;21043;629
1;21043;630
1;21043;631
1;21043;632
1;21043;633
1;21043;634
1;21043;635
1;21043;636
1;21044;504
1;21044;505
1;21044;506
1;21044;507
1;21044;508
1;21044;509
1;21044;510
1;21044;511
1;21044;512
1;21044;513
1;21044;514
1;21044;515
1;21044;516
1;21044;517
1;21044;518
1;21044;519
1;21044;520
1;21044;521
1;21044;522
1;21044;523
1;21044;524
1;21044;525
1;21044;526
1;21044;527
1;21044;528
1;21044;529
1;21044;530
1;21044;531
1;21044;532
1;21044;533
1;21044;534
1;21044;535
1;21044;536
1;21044;537
1;21044;538
1;21044;539
1;21044;540
1;21044;541
1;21044;542
1;21044;543
1;21044;544
1;21044;545
1;21044;546
1;21044;547
1;21044;548
1;21044;549
1;21044;550
1;21044;551
1;21044;552
1;21044;553
1;21044;554
1;21044;555
1;21044;556
1;21044;557
1;21044;558
1;21044;559
1;21044;560
1;21044;561
1;21044;562
1;21044;563
1;21044;564
1;21044;565
1;21044;566
1;21044;567
1;21044;568
1;21044;569
1;21044;570
1;21044;571
1;21044;572
1;21044;573
1;21044;574
1;21044;575
1;21044;576
1;21044;577
1;21044;578
1;21044;579
1;21044;580
1;21044;581
1;21044;582
1;21044;583
1;21044;584
1;21044;585
1;21044;586
1;21044;587
1;21044;588
1;21044;589
1;21044;590
1;21044;591
1;21044;592
1;21044;593
1;21044;594
1;21044;595
1;21044;596
1;21044;597
1;21044;598
1;21044;599
1;21044;600
1;21044;601
1;21044;602
1;21044;603
1;21044;604
1;21044;605
1;21044;606
1;21044;607
1;21044;608
1;21044;609
1;21044;610
1;21044;611
1;21044;612
1;21044;613
1;21044;614
1;21044;615
1;21044;616
1;21044;617
1;21044;618
1;21044;619
1;21044;620
1;21044;621
1;21044;622
1;21044;623
1;21044;624
1;21044;625
1;21044;626
1;21044;627
1;21044;628
1;21044;629
1;21044;630
1;21044;631
1;21044;632
1;21044;633
1;21044;634
1;21044;635
1;21044;636
1;21045;504
1;21045;505
1;21045;506
1;21045;507
1;21045;508
1;21045;509
1;21045;510
1;21045;511
1;21045;512
1;21045;513
1;21045;514
1;21045;515
1;21045;516
1;21045;517
1;21045;518
1;21045;519
1;21045;520
1;21045;521
1;21045;522
1;21045;523
1;21045;524
1;21045;525
1;21045;526
1;21045;527
1;21045;528
1;21045;529
1;21045;530
1;21045;531
1;21045;532
1;21045;533
1;21045;534
1;21045;535
1;21045;536
1;21045;537
1;21045;538
1;21045;539
1;21045;540
1;21045;541
1;21045;542
1;21045;543
1;21045;544
1;21045;545
1;21045;546
1;21045;547
1;21045;548
1;21045;549
1;21045;550
1;21045;551
1;21045;552
1;21045;553
1;21045;554
1;21045;555
1;21045;556
1;21045;557
1;21045;558
1;21045;559
1;21045;560
1;21045;561
1;21045;562
1;21045;563
1;21045;564
1;21045;565
1;21045;566
1;21045;567
1;21045;568
1;21045;569
1;21045;570
1;21045;571
1;21045;572
1;21045;573
1;21045;574
1;21045;575
1;21045;576
1;21045;577
1;21045;578
1;21045;579
1;21045;580
1;21045;581
1;21045;582
1;21045;583
1;21045;584
1;21045;585
1;21045;586
1;21045;587
1;21045;588
1;21045;589
1;21045;590
1;21045;591
1;21045;592
1;21045;593
1;21045;594
1;21045;595
1;21045;596
1;21045;597
1;21045;598
1;21045;599
1;21045;600
1;21045;601
1;21045;602
1;21045;603
1;21045;604
1;21045;605
1;21045;606
1;21045;607
1;21045;608
1;21045;609
1;21045;610
1;21045;611
1;21045;612
1;21045;613
1;21045;614
1;21045;615
1;21045;616
1;21045;617
1;21045;618
1;21045;619
1;21045;620
1;21045;621
1;21045;622
1;21045;623
1;21045;624
1;21045;625
1;21045;626
1;21045;627
1;21045;628
1;21045;629
1;21045;630
1;21045;631
1;21045;632
1;21045;633
1;21045;634
1;21045;635
1;21045;636
1;21046;504
1;21046;505
1;21046;506
1;21046;507
1;21046;508
1;21046;509
1;21046;510
1;21046;511
1;21046;512
1;21046;513
1;21046;514
1;21046;515
1;21046;516
1;21046;517
1;21046;518
1;21046;519
1;21046;520
1;21046;521
1;21046;522
1;21046;523
1;21046;524
1;21046;525
1;21046;526
1;21046;527
1;21046;528
1;21046;529
1;21046;530
1;21046;531
1;21046;532
1;21046;533
1;21046;534
1;21046;535
1;21046;536
1;21046;537
1;21046;538
1;21046;539
1;21046;540
1;21046;541
1;21046;542
1;21046;543
1;21046;544
1;21046;545
1;21046;546
1;21046;547
1;21046;548
1;21046;549
1;21046;550
1;21046;551
1;21046;552
1;21046;553
1;21046;554
1;21046;555
1;21046;556
1;21046;557
1;21046;558
1;21046;559
1;21046;560
1;21046;561
1;21046;562
1;21046;563
1;21046;564
1;21046;565
1;21046;566
1;21046;567
1;21046;568
1;21046;569
1;21046;570
1;21046;571
1;21046;572
1;21046;573
1;21046;574
1;21046;575
1;21046;576
1;21046;577
1;21046;578
1;21046;579
1;21046;580
1;21046;581
1;21046;582
1;21046;583
1;21046;584
1;21046;585
1;21046;586
1;21046;587
1;21046;588
1;21046;589
1;21046;590
1;21046;591
1;21046;592
1;21046;593
1;21046;594
1;21046;595
1;21046;596
1;21046;597
1;21046;598
1;21046;599
1;21046;600
1;21046;601
1;21046;602
1;21046;603
1;21046;604
1;21046;605
1;21046;606
1;21046;607
1;21046;608
1;21046;609
1;21046;610
1;21046;611
1;21046;612
1;21046;613
1;21046;614
1;21046;615
1;21046;616
1;21046;617
1;21046;618
1;21046;619
1;21046;620
1;21046;621
1;21046;622
1;21046;623
1;21046;624
1;21046;625
1;21046;626
1;21046;627
1;21046;628
1;21046;629
1;21046;630
1;21046;631
1;21046;632
1;21046;633
1;21046;634
1;21046;635
1;21046;636
1;21047;504
1;21047;505
1;21047;506
1;21047;507
1;21047;508
1;21047;509
1;21047;510
1;21047;511
1;21047;512
1;21047;513
1;21047;514
1;21047;515
1;21047;516
1;21047;517
1;21047;518
1;21047;519
1;21047;520
1;21047;521
1;21047;522
1;21047;523
1;21047;524
1;21047;525
1;21047;526
1;21047;527
1;21047;528
1;21047;529
1;21047;530
1;21047;531
1;21047;532
1;21047;533
1;21047;534
1;21047;535
1;21047;536
1;21047;537
1;21047;538
1;21047;539
1;21047;540
1;21047;541
1;21047;542
1;21047;543
1;21047;544
1;21047;545
1;21047;546
1;21047;547
1;21047;548
1;21047;549
1;21047;550
1;21047;551
1;21047;552
1;21047;553
1;21047;554
1;21047;555
1;21047;556
1;21047;557
1;21047;558
1;21047;559
1;21047;560
1;21047;561
1;21047;562
1;21047;563
1;21047;564
1;21047;565
1;21047;566
1;21047;567
1;21047;568
1;21047;569
1;21047;570
1;21047;571
1;21047;572
1;21047;573
1;21047;574
1;21047;575
1;21047;576
1;21047;577
1;21047;578
1;21047;579
1;21047;580
1;21047;581
1;21047;582
1;21047;583
1;21047;584
1;21047;585
1;21047;586
1;21047;587
1;21047;588
1;21047;589
1;21047;590
1;21047;591
1;21047;592
1;21047;593
1;21047;594
1;21047;595
1;21047;596
1;21047;597
1;21047;598
1;21047;599
1;21047;600
1;21047;601
1;21047;602
1;21047;603
1;21047;604
1;21047;605
1;21047;606
1;21047;607
1;21047;608
1;21047;609
1;21047;610
1;21047;611
1;21047;612
1;21047;613
1;21047;614
1;21047;615
1;21047;616
1;21047;617
1;21047;618
1;21047;619
1;21047;620
1;21047;621
1;21047;622
1;21047;623
1;21047;624
1;21047;625
1;21047;626
1;21047;627
1;21047;628
1;21047;629
1;21047;630
1;21047;631
1;21047;632
1;21047;633
1;21047;634
1;21047;635
1;21047;636
1;21048;504
1;21048;505
1;21048;506
1;21048;507
1;21048;508
1;21048;509
1;21048;510
1;21048;511
1;21048;512
1;21048;513
1;21048;514
1;21048;515
1;21048;516
1;21048;517
1;21048;518
1;21048;519
1;21048;520
1;21048;521
1;21048;522
1;21048;523
1;21048;524
1;21048;525
1;21048;526
1;21048;527
1;21048;528
1;21048;529
1;21048;530
1;21048;531
1;21048;532
1;21048;533
1;21048;534
1;21048;535
1;21048;536
1;21048;537
1;21048;538
1;21048;539
1;21048;540
1;21048;541
1;21048;542
1;21048;543
1;21048;544
1;21048;545
1;21048;546
1;21048;547
1;21048;548
1;21048;549
1;21048;550
1;21048;551
1;21048;552
1;21048;553
1;21048;554
1;21048;555
1;21048;556
1;21048;557
1;21048;558
1;21048;559
1;21048;560
1;21048;561
1;21048;562
1;21048;563
1;21048;564
1;21048;565
1;21048;566
1;21048;567
1;21048;568
1;21048;569
1;21048;570
1;21048;571
1;21048;572
1;21048;573
1;21048;574
1;21048;575
1;21048;576
1;21048;577
1;21048;578
1;21048;579
1;21048;580
1;21048;581
1;21048;582
1;21048;583
1;21048;584
1;21048;585
1;21048;586
1;21048;587
1;21048;588
1;21048;589
1;21048;590
1;21048;591
1;21048;592
1;21048;593
1;21048;594
1;21048;595
1;21048;596
1;21048;597
1;21048;598
1;21048;599
1;21048;600
1;21048;601
1;21048;602
1;21048;603
1;21048;604
1;21048;605
1;21048;606
1;21048;607
1;21048;608
1;21048;609
1;21048;610
1;21048;611
1;21048;612
1;21048;613
1;21048;614
1;21048;615
1;21048;616
1;21048;617
1;21048;618
1;21048;619
1;21048;620
1;21048;621
1;21048;622
1;21048;623
1;21048;624
1;21048;625
1;21048;626
1;21048;627
1;21048;628
1;21048;629
1;21048;630
1;21048;631
1;21048;632
1;21048;633
1;21048;634
1;21048;635
1;21048;636
1;21049;504
1;21049;505
1;21049;506
1;21049;507
1;21049;508
1;21049;509
1;21049;510
1;21049;511
1;21049;512
1;21049;513
1;21049;514
1;21049;515
1;21049;516
1;21049;517
1;21049;518
1;21049;519
1;21049;520
1;21049;521
1;21049;522
1;21049;523
1;21049;524
1;21049;525
1;21049;526
1;21049;527
1;21049;528
1;21049;529
1;21049;530
1;21049;531
1;21049;532
1;21049;533
1;21049;534
1;21049;535
1;21049;536
1;21049;537
1;21049;538
1;21049;539
1;21049;540
1;21049;541
1;21049;542
1;21049;543
1;21049;544
1;21049;545
1;21049;546
1;21049;547
1;21049;548
1;21049;549
1;21049;550
1;21049;551
1;21049;552
1;21049;553
1;21049;554
1;21049;555
1;21049;556
1;21049;557
1;21049;558
1;21049;559
1;21049;560
1;21049;561
1;21049;562
1;21049;563
1;21049;564
1;21049;565
1;21049;566
1;21049;567
1;21049;568
1;21049;569
1;21049;570
1;21049;571
1;21049;572
1;21049;573
1;21049;574
1;21049;575
1;21049;576
1;21049;577
1;21049;578
1;21049;579
1;21049;580
1;21049;581
1;21049;582
1;21049;583
1;21049;584
1;21049;585
1;21049;586
1;21049;587
1;21049;588
1;21049;589
1;21049;590
1;21049;591
1;21049;592
1;21049;593
1;21049;594
1;21049;595
1;21049;596
1;21049;597
1;21049;598
1;21049;599
1;21049;600
1;21049;601
1;21049;602
1;21049;603
1;21049;604
1;21049;605
1;21049;606
1;21049;607
1;21049;608
1;21049;609
1;21049;610
1;21049;611
1;21049;612
1;21049;613
1;21049;614
1;21049;615
1;21049;616
1;21049;617
1;21049;618
1;21049;619
1;21049;620
1;21049;621
1;21049;622
1;21049;623
1;21049;624
1;21049;625
1;21049;626
1;21049;627
1;21049;628
1;21049;629
1;21049;630
1;21049;631
1;21049;632
1;21049;633
1;21049;634
1;21049;635
1;21049;636
1;21050;504
1;21050;505
1;21050;506
1;21050;507
1;21050;508
1;21050;509
1;21050;510
1;21050;511
1;21050;512
1;21050;513
1;21050;514
1;21050;515
1;21050;516
1;21050;517
1;21050;518
1;21050;519
1;21050;520
1;21050;521
1;21050;522
1;21050;523
1;21050;524
1;21050;525
1;21050;526
1;21050;527
1;21050;528
1;21050;529
1;21050;530
1;21050;531
1;21050;532
1;21050;533
1;21050;534
1;21050;535
1;21050;536
1;21050;537
1;21050;538
1;21050;539
1;21050;540
1;21050;541
1;21050;542
1;21050;543
1;21050;544
1;21050;545
1;21050;546
1;21050;547
1;21050;548
1;21050;549
1;21050;550
1;21050;551
1;21050;552
1;21050;553
1;21050;554
1;21050;555
1;21050;556
1;21050;557
1;21050;558
1;21050;559
1;21050;560
1;21050;561
1;21050;562
1;21050;563
1;21050;564
1;21050;565
1;21050;566
1;21050;567
1;21050;568
1;21050;569
1;21050;570
1;21050;571
1;21050;572
1;21050;573
1;21050;574
1;21050;575
1;21050;576
1;21050;577
1;21050;578
1;21050;579
1;21050;580
1;21050;581
1;21050;582
1;21050;583
1;21050;584
1;21050;585
1;21050;586
1;21050;587
1;21050;588
1;21050;589
1;21050;590
1;21050;591
1;21050;592
1;21050;593
1;21050;594
1;21050;595
1;21050;596
1;21050;597
1;21050;598
1;21050;599
1;21050;600
1;21050;601
1;21050;602
1;21050;603
1;21050;604
1;21050;605
1;21050;606
1;21050;607
1;21050;608
1;21050;609
1;21050;610
1;21050;611
1;21050;612
1;21050;613
1;21050;614
1;21050;615
1;21050;616
1;21050;617
1;21050;618
1;21050;619
1;21050;620
1;21050;621
1;21050;622
1;21050;623
1;21050;624
1;21050;625
1;21050;626
1;21050;627
1;21050;628
1;21050;629
1;21050;630
1;21050;631
1;21050;632
1;21050;633
1;21050;634
1;21050;635
1;21050;636
1;21051;504
1;21051;505
1;21051;506
1;21051;507
1;21051;508
1;21051;509
1;21051;510
1;21051;511
1;21051;512
1;21051;513
1;21051;514
1;21051;515
1;21051;516
1;21051;517
1;21051;518
1;21051;519
1;21051;520
1;21051;521
1;21051;522
1;21051;523
1;21051;524
1;21051;525
1;21051;526
1;21051;527
1;21051;528
1;21051;529
1;21051;530
1;21051;531
1;21051;532
1;21051;533
1;21051;534
1;21051;535
1;21051;536
1;21051;537
1;21051;538
1;21051;539
1;21051;540
1;21051;541
1;21051;542
1;21051;543
1;21051;544
1;21051;545
1;21051;546
1;21051;547
1;21051;548
1;21051;549
1;21051;550
1;21051;551
1;21051;552
1;21051;553
1;21051;554
1;21051;555
1;21051;556
1;21051;557
1;21051;558
1;21051;559
1;21051;560
1;21051;561
1;21051;562
1;21051;563
1;21051;564
1;21051;565
1;21051;566
1;21051;567
1;21051;568
1;21051;569
1;21051;570
1;21051;571
1;21051;572
1;21051;573
1;21051;574
1;21051;575
1;21051;576
1;21051;577
1;21051;578
1;21051;579
1;21051;580
1;21051;581
1;21051;582
1;21051;583
1;21051;584
1;21051;585
1;21051;586
1;21051;587
1;21051;588
1;21051;589
1;21051;590
1;21051;591
1;21051;592
1;21051;593
1;21051;594
1;21051;595
1;21051;596
1;21051;597
1;21051;598
1;21051;599
1;21051;600
1;21051;601
1;21051;602
1;21051;603
1;21051;604
1;21051;605
1;21051;606
1;21051;607
1;21051;608
1;21051;609
1;21051;610
1;21051;611
1;21051;612
1;21051;613
1;21051;614
1;21051;615
1;21051;616
1;21051;617
1;21051;618
1;21051;619
1;21051;620
1;21051;621
1;21051;622
1;21051;623
1;21051;624
1;21051;625
1;21051;626
1;21051;627
1;21051;628
1;21051;629
1;21051;630
1;21051;631
1;21051;632
1;21051;633
1;21051;634
1;21051;635
1;21051;636
1;21052;504
1;21052;505
1;21052;506
1;21052;507
1;21052;508
1;21052;509
1;21052;510
1;21052;511
1;21052;512
1;21052;513
1;21052;514
1;21052;515
1;21052;516
1;21052;517
1;21052;518
1;21052;519
1;21052;520
1;21052;521
1;21052;522
1;21052;523
1;21052;524
1;21052;525
1;21052;526
1;21052;527
1;21052;528
1;21052;529
1;21052;530
1;21052;531
1;21052;532
1;21052;533
1;21052;534
1;21052;535
1;21052;536
1;21052;537
1;21052;538
1;21052;539
1;21052;540
1;21052;541
1;21052;542
1;21052;543
1;21052;544
1;21052;545
1;21052;546
1;21052;547
1;21052;548
1;21052;549
1;21052;550
1;21052;551
1;21052;552
1;21052;553
1;21052;554
1;21052;555
1;21052;556
1;21052;557
1;21052;558
1;21052;559
1;21052;560
1;21052;561
1;21052;562
1;21052;563
1;21052;564
1;21052;565
1;21052;566
1;21052;567
1;21052;568
1;21052;569
1;21052;570
1;21052;571
1;21052;572
1;21052;573
1;21052;574
1;21052;575
1;21052;576
1;21052;577
1;21052;578
1;21052;579
1;21052;580
1;21052;581
1;21052;582
1;21052;583
1;21052;584
1;21052;585
1;21052;586
1;21052;587
1;21052;588
1;21052;589
1;21052;590
1;21052;591
1;21052;592
1;21052;593
1;21052;594
1;21052;595
1;21052;596
1;21052;597
1;21052;598
1;21052;599
1;21052;600
1;21052;601
1;21052;602
1;21052;603
1;21052;604
1;21052;605
1;21052;606
1;21052;607
1;21052;608
1;21052;609
1;21052;610
1;21052;611
1;21052;612
1;21052;613
1;21052;614
1;21052;615
1;21052;616
1;21052;617
1;21052;618
1;21052;619
1;21052;620
1;21052;621
1;21052;622
1;21052;623
1;21052;624
1;21052;625
1;21052;626
1;21052;627
1;21052;628
1;21052;629
1;21052;630
1;21052;631
1;21052;632
1;21052;633
1;21052;634
1;21052;635
1;21052;636
1;21053;504
